hb,sex,age,year,population
S08000032,All,20-29 years,2019,78077
S08000032,All,20-29 years,2020,77868
S08000032,All,20-29 years,2021,77641
S08000032,All,30-39 years,2017,82238
S08000032,All,30-39 years,2018,83135
S08000032,All,30-39 years,2019,83500
S08000032,All,30-39 years,2020,82927
S08000032,All,30-39 years,2021,83448
S08000032,All,40-49 years,2017,91294
S08000032,All,40-49 years,2018,88773
S08000032,All,40-49 years,2019,87000
S08000032,All,40-49 years,2020,85883
S08000032,All,40-49 years,2021,85388
S08000032,All,50-59 years,2017,99682
S08000032,All,50-59 years,2018,100747
S08000032,All,50-59 years,2019,101464
S08000032,All,50-59 years,2020,101479
S08000032,All,50-59 years,2021,101256
S08000032,All,60-69 years,2017,77572
S08000032,All,60-69 years,2018,78310
S08000032,All,60-69 years,2019,79551
S08000032,All,60-69 years,2020,81025
S08000032,All,60-69 years,2021,82767
S08000032,All,70-79 years,2017,52777
S08000032,All,70-79 years,2018,54139
S08000032,All,70-79 years,2019,55527
S08000032,All,70-79 years,2020,56433
S08000032,All,70-79 years,2021,57349
S08000032,All,80-89 years,2017,24326
S08000032,All,80-89 years,2018,24867
S08000032,All,80-89 years,2019,25475
S08000032,All,80-89 years,2020,25683
S08000032,All,80-89 years,2021,25607
S08000032,All,90 years and over,2017,4012
S08000032,All,90 years and over,2018,4057
S08000032,All,90 years and over,2019,4255
S08000032,All,90 years and over,2020,4264
S08000032,All,90 years and over,2021,4398
S08000032,All,All ages,2017,658130
S08000032,All,All ages,2018,659200
S08000032,All,All ages,2019,661900
S08000032,All,All ages,2020,661960
S08000032,All,All ages,2021,664030
S08000032,Female,0-9 years,2017,36112
S08000032,Female,0-9 years,2018,35689
S08000032,Female,0-9 years,2019,35305
S08000032,Female,0-9 years,2020,34919
S08000032,Female,0-9 years,2021,34355
S08000032,Female,10-19 years,2017,36268
S08000032,Female,10-19 years,2018,36324
S08000032,Female,10-19 years,2019,36602
S08000032,Female,10-19 years,2020,36780
S08000032,Female,10-19 years,2021,37184
S08000032,Female,20-29 years,2017,38690
S08000032,Female,20-29 years,2018,38420
S08000032,Female,20-29 years,2019,38477
S08000032,Female,20-29 years,2020,38291
S08000032,Female,20-29 years,2021,38121
S08000032,Female,30-39 years,2017,42958
S08000032,Female,30-39 years,2018,43225
S08000032,Female,30-39 years,2019,43463
S08000032,Female,30-39 years,2020,43162
S08000032,Female,30-39 years,2021,43260
S08000032,Female,40-49 years,2017,46960
S08000032,Female,40-49 years,2018,45777
S08000032,Female,40-49 years,2019,44847
S08000032,Female,40-49 years,2020,44187
S08000032,Female,40-49 years,2021,43873
S08000032,Female,50-59 years,2017,51554
S08000032,Female,50-59 years,2018,52140
S08000032,Female,50-59 years,2019,52473
S08000032,Female,50-59 years,2020,52587
S08000032,Female,50-59 years,2021,52584
S08000032,Female,60-69 years,2017,40572
S08000032,Female,60-69 years,2018,41032
S08000032,Female,60-69 years,2019,41736
S08000032,Female,60-69 years,2020,42550
S08000032,Female,60-69 years,2021,43418
S08000032,Female,70-79 years,2017,28852
S08000032,Female,70-79 years,2018,29501
S08000032,Female,70-79 years,2019,30136
S08000032,Female,70-79 years,2020,30561
S08000032,Female,70-79 years,2021,30996
S08000032,Female,80-89 years,2017,15046
S08000032,Female,80-89 years,2018,15211
S08000032,Female,80-89 years,2019,15488
S08000032,Female,80-89 years,2020,15566
S08000032,Female,80-89 years,2021,15485
S08000032,Female,90 years and over,2017,2844
S08000032,Female,90 years and over,2018,2859
S08000032,Female,90 years and over,2019,2977
S08000032,Female,90 years and over,2020,2961
S08000032,Female,90 years and over,2021,3063
S08000032,Female,All ages,2017,339856
S08000032,Female,All ages,2018,340178
S08000032,Female,All ages,2019,341504
S08000032,Female,All ages,2020,341564
S08000032,Female,All ages,2021,342339
S08000032,Male,0-9 years,2017,37945
S08000032,Male,0-9 years,2018,37586
S08000032,Male,0-9 years,2019,37286
S08000032,Male,0-9 years,2020,36826
S08000032,Male,0-9 years,2021,36291
S08000032,Male,10-19 years,2017,37687
S08000032,Male,10-19 years,2018,37910
S08000032,Male,10-19 years,2019,37858
S08000032,Male,10-19 years,2020,37873
S08000032,Male,10-19 years,2021,38346
S08000032,Male,20-29 years,2017,39527
S08000032,Male,20-29 years,2018,39243
S08000032,Male,20-29 years,2019,39600
S08000032,Male,20-29 years,2020,39577
S08000032,Male,20-29 years,2021,39520
S08000032,Male,30-39 years,2017,39280
S08000032,Male,30-39 years,2018,39910
S08000032,Male,30-39 years,2019,40037
S08000032,Male,30-39 years,2020,39765
S08000032,Male,30-39 years,2021,40188
S08000032,Male,40-49 years,2017,44334
S08000032,Male,40-49 years,2018,42996
S08000032,Male,40-49 years,2019,42153
S08000032,Male,40-49 years,2020,41696
S08000032,Male,40-49 years,2021,41515
S08000032,Male,50-59 years,2017,48128
S08000032,Male,50-59 years,2018,48607
S08000032,Male,50-59 years,2019,48991
S08000032,Male,50-59 years,2020,48892
S08000032,Male,50-59 years,2021,48672
S08000032,Male,60-69 years,2017,37000
S08000032,Male,60-69 years,2018,37278
S08000032,Male,60-69 years,2019,37815
S08000032,Male,60-69 years,2020,38475
S08000032,Male,60-69 years,2021,39349
S08000032,Male,70-79 years,2017,23925
S08000032,Male,70-79 years,2018,24638
S08000032,Male,70-79 years,2019,25391
S08000032,Male,70-79 years,2020,25872
S08000032,Male,70-79 years,2021,26353
S08000032,Male,80-89 years,2017,9280
S08000032,Male,80-89 years,2018,9656
S08000032,Male,80-89 years,2019,9987
S08000032,Male,80-89 years,2020,10117
S08000032,Male,80-89 years,2021,10122
S08000032,Male,90 years and over,2017,1168
S08000032,Male,90 years and over,2018,1198
S08000032,Male,90 years and over,2019,1278
S08000032,Male,90 years and over,2020,1303
S08000032,Male,90 years and over,2021,1335
S08000032,Male,All ages,2017,318274
S08000032,Male,All ages,2018,319022
S08000032,Male,All ages,2019,320396
S08000032,Male,All ages,2020,320396
S08000032,Male,All ages,2021,321691
S92000003,All,0-9 years,2017,584057
S92000003,All,0-9 years,2018,577951
S92000003,All,0-9 years,2019,571031
S92000003,All,0-9 years,2020,561709
S92000003,All,0-9 years,2021,549164
S92000003,All,10-19 years,2017,570137
S92000003,All,10-19 years,2018,572354
S92000003,All,10-19 years,2019,576632
S92000003,All,10-19 years,2020,580201
S92000003,All,10-19 years,2021,588196
S92000003,All,20-29 years,2017,738857
S92000003,All,20-29 years,2018,732964
S92000003,All,20-29 years,2019,729711
S92000003,All,20-29 years,2020,718959
S92000003,All,20-29 years,2021,702696
S92000003,All,30-39 years,2017,694133
S92000003,All,30-39 years,2018,709255
S92000003,All,30-39 years,2019,721985
S92000003,All,30-39 years,2020,729735
S92000003,All,30-39 years,2021,743307
S92000003,All,40-49 years,2017,710103
S92000003,All,40-49 years,2018,691809
S92000003,All,40-49 years,2019,680890
S92000003,All,40-49 years,2020,674290
S92000003,All,40-49 years,2021,670849
S92000003,All,50-59 years,2017,785935
S92000003,All,50-59 years,2018,791347
S92000003,All,50-59 years,2019,794213
S92000003,All,50-59 years,2020,792457
S92000003,All,50-59 years,2021,791201
S92000003,All,60-69 years,2017,634077
S92000003,All,60-69 years,2018,636719
S92000003,All,60-69 years,2019,644137
S92000003,All,60-69 years,2020,653002
S92000003,All,60-69 years,2021,666050
S92000003,All,70-79 years,2017,447792
S92000003,All,70-79 years,2018,462067
S92000003,All,70-79 years,2019,474807
S92000003,All,70-79 years,2020,484040
S92000003,All,70-79 years,2021,494453
S92000003,All,80-89 years,2017,217984
S92000003,All,80-89 years,2018,221707
S92000003,All,80-89 years,2019,226236
S92000003,All,80-89 years,2020,227858
S92000003,All,80-89 years,2021,228663
S92000003,All,90 years and over,2017,41725
S92000003,All,90 years and over,2018,41927
S92000003,All,90 years and over,2019,43658
S92000003,All,90 years and over,2020,43749
S92000003,All,90 years and over,2021,45321
S92000003,All,All ages,2017,5424800
S92000003,All,All ages,2018,5438100
S92000003,All,All ages,2019,5463300
S92000003,All,All ages,2020,5466000
S92000003,All,All ages,2021,5479900
S92000003,Female,0-9 years,2017,284817
S92000003,Female,0-9 years,2018,281526
S92000003,Female,0-9 years,2019,277752
S92000003,Female,0-9 years,2020,272903
S92000003,Female,0-9 years,2021,266821
S92000003,Female,10-19 years,2017,278383
S92000003,Female,10-19 years,2018,279683
S92000003,Female,10-19 years,2019,281973
S92000003,Female,10-19 years,2020,284119
S92000003,Female,10-19 years,2021,287822
S92000003,Female,20-29 years,2017,369344
S92000003,Female,20-29 years,2018,365145
S92000003,Female,20-29 years,2019,362500
S92000003,Female,20-29 years,2020,356518
S92000003,Female,20-29 years,2021,348035
S92000003,Female,30-39 years,2017,353417
S92000003,Female,30-39 years,2018,360565
S92000003,Female,30-39 years,2019,366726
S92000003,Female,30-39 years,2020,370019
S92000003,Female,30-39 years,2021,376119
S92000003,Female,40-49 years,2017,365170
S92000003,Female,40-49 years,2018,355673
S92000003,Female,40-49 years,2019,349288
S92000003,Female,40-49 years,2020,345328
S92000003,Female,40-49 years,2021,342863
S92000003,Female,50-59 years,2017,403950
S92000003,Female,50-59 years,2018,407426
S92000003,Female,50-59 years,2019,409498
S92000003,Female,50-59 years,2020,409754
S92000003,Female,50-59 years,2021,410277
S92000003,Female,60-69 years,2017,326766
S92000003,Female,60-69 years,2018,328462
S92000003,Female,60-69 years,2019,332825
S92000003,Female,60-69 years,2020,337772
S92000003,Female,60-69 years,2021,344835
S92000003,Female,70-79 years,2017,241828
S92000003,Female,70-79 years,2018,248671
S92000003,Female,70-79 years,2019,254582
S92000003,Female,70-79 years,2020,258924
S92000003,Female,70-79 years,2021,264006
S92000003,Female,80-89 years,2017,131488
S92000003,Female,80-89 years,2018,132891
S92000003,Female,80-89 years,2019,134906
S92000003,Female,80-89 years,2020,135361
S92000003,Female,80-89 years,2021,135660
S92000003,Female,90 years and over,2017,29337
S92000003,Female,90 years and over,2018,29307
S92000003,Female,90 years and over,2019,30247
S92000003,Female,90 years and over,2020,30090
S92000003,Female,90 years and over,2021,30900
S92000003,Female,All ages,2017,2784500
S92000003,Female,All ages,2018,2789349
S92000003,Female,All ages,2019,2800297
S92000003,Female,All ages,2020,2800788
S92000003,Female,All ages,2021,2807338
S92000003,Male,0-9 years,2017,299240
S92000003,Male,0-9 years,2018,296425
S92000003,Male,0-9 years,2019,293279
S92000003,Male,0-9 years,2020,288806
S92000003,Male,0-9 years,2021,282343
S92000003,Male,10-19 years,2017,291754
S92000003,Male,10-19 years,2018,292671
S92000003,Male,10-19 years,2019,294659
S92000003,Male,10-19 years,2020,296082
S92000003,Male,10-19 years,2021,300374
S92000003,Male,20-29 years,2017,369513
S92000003,Male,20-29 years,2018,367819
S92000003,Male,20-29 years,2019,367211
S92000003,Male,20-29 years,2020,362441
S92000003,Male,20-29 years,2021,354661
S92000003,Male,30-39 years,2017,340716
S92000003,Male,30-39 years,2018,348690
S92000003,Male,30-39 years,2019,355259
S92000003,Male,30-39 years,2020,359716
S92000003,Male,30-39 years,2021,367188
S92000003,Male,40-49 years,2017,344933
S92000003,Male,40-49 years,2018,336136
S92000003,Male,40-49 years,2019,331602
S92000003,Male,40-49 years,2020,328962
S92000003,Male,40-49 years,2021,327986
S92000003,Male,50-59 years,2017,381985
S92000003,Male,50-59 years,2018,383921
S92000003,Male,50-59 years,2019,384715
S92000003,Male,50-59 years,2020,382703
S92000003,Male,50-59 years,2021,380924
S92000003,Male,60-69 years,2017,307311
S92000003,Male,60-69 years,2018,308257
S92000003,Male,60-69 years,2019,311312
S92000003,Male,60-69 years,2020,315230
S92000003,Male,60-69 years,2021,321215
S92000003,Male,70-79 years,2017,205964
S92000003,Male,70-79 years,2018,213396
S92000003,Male,70-79 years,2019,220225
S92000003,Male,70-79 years,2020,225116
S92000003,Male,70-79 years,2021,230447
S92000003,Male,80-89 years,2017,86496
S92000003,Male,80-89 years,2018,88816
S92000003,Male,80-89 years,2019,91330
S92000003,Male,80-89 years,2020,92497
S92000003,Male,80-89 years,2021,93003
S92000003,Male,90 years and over,2017,12388
S92000003,Male,90 years and over,2018,12620
S92000003,Male,90 years and over,2019,13411
S92000003,Male,90 years and over,2020,13659
S92000003,Male,90 years and over,2021,14421
S92000003,Male,All ages,2017,2640300
S92000003,Male,All ages,2018,2648751
S92000003,Male,All ages,2019,2663003
S92000003,Male,All ages,2020,2665212
S92000003,Male,All ages,2021,2672562
